,New Book Name,ID,Link,Budget,Gross,Opening,Release Date,Awards List,Book Name,Characters,Genres,Num_reviews,Other editions,Pages,Star votes,Stars,publish_date,Award Count,Num Characters
783,The Book Thief,tt0816442,http://www.imdb.com/title/tt0816442/,19000000,21483154,4864861.0,27 November 2013,"
National Jewish Book Award for Children’s and Young Adult Literature (2006), Book Sense Book of the Year Award for Children's Literature (2007), Buxtehuder Bulle (2008), Sydney Taylor Book Award for Teen Readers (2007), Prijs van de Kinder- en Jeugdjury Vlaanderen (2009)
...more
Michael L. Printz Award Nominee (2007), Exclusive Books Boeke Prize (2007), The Quill Award Nominee for Young Adult/Teen (2006), Zilveren Zoen (2008), Teen Read Award Nominee for Best All-Time-Fave (2010), Deutscher Jugendliteraturpreis for Preis der Jugendjury (2009), Association of Jewish Libraries for Teen Book Award (2006), Abraham Lincoln Award Nominee (2010), Kathleen Mitchell Award, Literaturpreis der Jury der jungen Leser for Jugendbuch (2009)
...less ",The Book Thief,"[Liesel Meminger, Hans Hubermann, Rudy Steiner, Rosa Hubermann, Max Vandenburg, Tommy Müller, Ilsa Hermann, Frau Holtzapfel]","[Historical Fiction, Fiction, Young Adult, Historical]",89007.0,224.0,552 pages,"[643384, 339531, 122154, 32150, 15971]",4.35,2005,14.0,8.0
784,The Borrowers,tt0118755,http://www.imdb.com/title/tt0118755/,29000000,22359293,6075079.0,13 February 1998,"
Lewis Carroll Shelf Award (1960), ALA Alex Award, Carnegie Medal (1952)
",The Borrowers (The Borrowers #1),"[Homily, Pod, Arrietty]","[Fantasy, Childrens, Fiction, Classics]",1313.0,82.0,192 pages,"[26876, 25802, 16940, 3045, 870]",4.02,1952,3.0,3.0
785,The Bourne Identity,tt0258463,http://www.imdb.com/title/tt0258463/,60000000,121661683,27118640.0,14 June 2002,"
Japan Adventure Fiction Association Prize for Best Translated Novel (1984)
",The Bourne Identity (Jason Bourne #1),[Jason Bourne],"[Fiction, Thriller, Mystery, Spy Thriller, Espionage, Suspense]",3698.0,134.0,566 pages,"[116465, 112402, 62784, 17194, 10051]",3.97,1980,1.0,1.0
786,The Bourne Supremacy,tt0372183,http://www.imdb.com/title/tt0372183/,75000000,176241941,52521865.0,23 July 2004,,The Bourne Supremacy (Jason Bourne #2),[Jason Bourne],"[Fiction, Thriller, Mystery, Spy Thriller, Espionage, Suspense]",953.0,92.0,688 pages,"[49562, 53411, 25257, 4292, 1425]",4.09,July 7th 1986,0.0,1.0
787,The Bourne Ultimatum,tt0440963,http://www.imdb.com/title/tt0440963/,110000000,227471070,69283690.0,3 August 2007,,The Bourne Ultimatum (Jason Bourne #3),[Jason Bourne],"[Fiction, Thriller, Mystery, Spy Thriller, Espionage, Action]",742.0,87.0,725 pages,"[17034, 18671, 9917, 1924, 505]",4.04,1990,0.0,1.0
788,The Box Of Delights,tt0086675,http://www.imdb.com/title/tt0086675/,,,,,,The Box Of Delights (Kay Harker #2),[],"[Childrens, Fantasy, Classics, Adventure]",136.0,32.0,,"[772, 710, 432, 131, 61]",3.95,1935,0.0,0.0
789,The Boy in the Striped Pajamas,tt0914798,http://www.imdb.com/title/tt0914798/,12500000,9030581,253085.0,26 November 2008,"
Pacific Northwest Library Association Young Reader's Choice Award for Intermediate (2009), Deutscher Jugendliteraturpreis Nominee for Preis der Jugendjury (2008), Bord Gáis Energy Irish Book Award for John Murray Show Listeners' Choice Award (2007)
",The Boy in the Striped Pajamas,[Bruno Wisitzki],"[Historical Fiction, Young Adult, Fiction, Historical, World War II, Holocaust]",17243.0,161.0,224 pages,"[114210, 108182, 49907, 12409, 4807]",4.09,2006,3.0,1.0
790,The Brass Bowl,tt0014736,http://www.imdb.com/title/tt0014736/,,,,16 November 1924,,The Brass Bowl,[],[],2.0,17.0,380 pages,"[2, 6, 1, 2, 0]",3.73,,0.0,0.0
791,The Bridge of San Luis Rey,tt0356443,http://www.imdb.com/title/tt0356443/,24000000,42880,,,"
Pulitzer Prize for Novel (1928)
",The Bridge of San Luis Rey,"[Esteban, Don Jaime, Brother Juniper, The Marquesa de Montemayor, Pepita, Uncle Pio, Camila Perichole, Madre María del Pilar, Captain Alvarado]","[Fiction, Classics, Historical Fiction, Literature, Novels, Literature, American, Literary Fiction, Religion, Literature, 20th Century, Classics, Classic Literature]",1416.0,108.0,138 pages,"[6205, 7688, 5969, 1674, 447]",3.8,1927,1.0,9.0
792,The Bridges of Madison County,tt0112579,http://www.imdb.com/title/tt0112579/,24000000,71516617,,2 June 1995,"
American Booksellers Book Of The Year  Award for Adult Trade (1993), Audie Award for Romance (2015)
",The Bridges of Madison County,"[Robert Kincaid, Francesca Johnson]","[Fiction, Romance, Womens Fiction, Chick Lit, Classics, Contemporary, Adult Fiction, Adult, Novels, Love, Drama]",3245.0,136.0,224 pages,"[13290, 15116, 14751, 7536, 4444]",3.46,April 1992,2.0,2.0
793,The Bronze Horseman,tt3227142,http://www.imdb.com/title/tt3227142/,,,,,,The Bronze Horseman (The Bronze Horseman #1),"[Tatiana Metanova, Alexander Belov, Tatiana Metanova, Alexander Belov, Alexander Belov]","[Historical Fiction, Romance, Historical, Romance, Historical Romance, Fiction]",5617.0,85.0,637 pages,"[26425, 10214, 4413, 1759, 1033]",4.35,1997,0.0,5.0
794,The Brothers Karamazov,tt0051435,http://www.imdb.com/title/tt0051435/,,,,,,The Brothers Karamazov,"[Dmitri Fyodorovich Karamazov, Ivan Fyodorovich Karamazov, Alexei Fyodorovich Karamazov, Pavel Smerdyakov, Agrafena Alexandrovna Svetlova, Katerina Ivanovna Verkhovtseva, Fyodor Pavlovich Karamazov, Father Zosima, the Elder, Ilyusha, Nikolai Krassotkin]","[Classics, Fiction, Cultural, Russia, Literature, Literature, Russian Literature]",6982.0,958.0,795 pages,"[88507, 48134, 21487, 5576, 2217]",4.3,November 1880,0.0,11.0
795,The Buccaneers,tt0111902,http://www.imdb.com/title/tt0111902/,,,,,,The Buccaneers,[],"[Classics, Fiction, Historical Fiction, Romance]",307.0,37.0,406 pages,"[1217, 1827, 1143, 195, 49]",3.9,1938,0.0,0.0
796,The Bumblebee Flies Anyway,tt0128977,http://www.imdb.com/title/tt0128977/,,,,1 January 2000,"
Dorothy Canfield Fisher Children's Book Award Nominee (1985)
",The Bumblebee Flies Anyway,[],"[Young Adult, Fiction, Realistic Fiction, Childrens, Classics]",49.0,14.0,256 pages,"[277, 347, 301, 69, 19]",3.78,January 1st 1983,1.0,0.0
797,The Caine Mutiny,tt0046816,http://www.imdb.com/title/tt0046816/,2000000,,,24 June 1954,"
Pulitzer Prize for Fiction (1952), National Book Award Finalist for Fiction (1952)
",The Caine Mutiny,[],"[Fiction, Historical Fiction, Classics, War, War, World War II, War, Military, Literature, Historical, Drama, Literature, American]",663.0,60.0,560 pages,"[6718, 5992, 2358, 354, 108]",4.21,1951,2.0,0.0
798,The Call of the Wild,tt0069197,http://www.imdb.com/title/tt0069197/,,,,March 1975,,The Call of the Wild,"[Buck, Spitz, John Thornton]","[Fiction, Classics, Young Adult, Historical Fiction, Literature, Academic, School, Childrens, Novels, Animals, Dogs, Literature, American]",6088.0,1079.0,172 pages,"[66459, 84048, 59104, 15728, 6039]",3.82,July 1903,0.0,3.0
799,The Canterbury Tales,tt0067647,http://www.imdb.com/title/tt0067647/,,,,30 May 1980,,The Canterbury Tales,[],"[Classics, Fiction, Poetry, Literature]",2473.0,542.0,504 pages,"[28978, 46738, 50816, 18938, 6560]",3.48,1478,0.0,0.0
800,The Capture,tt0042313,http://www.imdb.com/title/tt0042313/,,,,8 April 1950,,The Capture (Guardians of Ga'Hoole #1),"[Digger (Guardians of Ga'Hoole), Soren (Guardians of Ga'Hoole), Marella, Gylfie, Twilight (Guardians of Ga'Hoole), Hortense/Mist, Streak, Zan, Grimble, Mrs. Plithiver, Noctus, Eglantine, Kludd, Skench, Spoorn]","[Fantasy, Animals, Fiction, Young Adult, Childrens]",1233.0,47.0,226 pages,"[6365, 6225, 4655, 1296, 474]",3.88,,0.0,15.0
801,The Carrie Diaries,tt2056366,http://www.imdb.com/title/tt2056366/,,,,,,The Carrie Diaries (The Carrie Diaries #1),[Carrie Bradshaw],"[Young Adult, Womens Fiction, Chick Lit, Fiction, Romance]",2323.0,65.0,389 pages,"[7346, 9603, 10052, 3714, 1235]",3.57,2010,0.0,1.0
802,The Cat in the Hat,tt0312528,http://www.imdb.com/title/tt0312528/,109000000,100446895,38329160.0,21 November 2003,"
Books I Loved Best Yearly (BILBY) Awards for Early Readers (2004, 2012) (2004)
",The Cat in the Hat (Beginner Books B-1),[The Cat in the Hat],"[Childrens, Childrens, Picture Books, Classics, Fiction]",4009.0,96.0,61 pages,"[147625, 83392, 56319, 14189, 5992]",4.15,March 12th 1957,2.0,1.0
803,The Catcher in the Rye,tt1206286,http://www.imdb.com/title/tt1206286/,467,,,,"
Teen Read Award Nominee for Best All-Time-Fave (2010), National Book Award Finalist for Fiction (1952)
",The Catcher in the Rye,"[Holden Caulfield, Robert Ackley, Stradlater, Phoebe Caulfield, Allie Caulfield, D.B Caulfield, Sally Hayes]","[Classics, Fiction, Young Adult, Literature, Academic, School, Novels, Young Adult, Coming Of Age, Literature, American, Young Adult, High School, Academic, Read For School]",42032.0,365.0,277 pages,"[650383, 612744, 423272, 173475, 101794]",3.78,July 16th 1951,2.0,7.0
804,The Cater Street Hangman,tt0163994,http://www.imdb.com/title/tt0163994/,,,,,,The Cater Street Hangman (Charlotte & Thomas Pitt #1),"[Thomas Pitt, Charlotte Ellison]","[Historical Fiction, Fiction, Mystery, Historical, Mystery, Historical Mystery, Historical, Victorian, Mystery, Crime]",886.0,41.0,288 pages,"[3230, 4922, 2980, 434, 129]",3.91,1979,0.0,2.0
805,The Cay,tt0246477,http://www.imdb.com/title/tt0246477/,,,,,"
Lewis Carroll Shelf Award (1970), Jane Addams Children's Book Award (1970), Dorothy Canfield Fisher Children's Book Award Nominee (1971), California Book Award Silver Medal for Juvenile (1969)
",The Cay (The Cay #1),[],"[Young Adult, Historical Fiction, Classics, Childrens, Adventure, Academic, School, Fiction]",1957.0,37.0,156 pages,"[7159, 8795, 7203, 2272, 826]",3.73,1969,4.0,0.0
806,The Celestine Prophecy,tt0398842,http://www.imdb.com/title/tt0398842/,10000000,615752,25297.0,,,The Celestine Prophecy (Celestine Prophecy #1),[],"[Fiction, Spirituality, Spirituality, New Age, Self Help, Religion]",3074.0,129.0,247 pages,"[21759, 20698, 17734, 8409, 5909]",3.59,1993,0.0,0.0
807,The Chamber,tt0115862,http://www.imdb.com/title/tt0115862/,50000000,14402821,5612095.0,11 October 1996,,The Chamber,"[Adam Hall, Sam Cayhall]","[Fiction, Mystery, Thriller, Thriller, Legal Thriller, Mystery, Crime]",1262.0,111.0,544 pages,"[25312, 36517, 31657, 6969, 1670]",3.75,May 1st 1994,0.0,2.0
808,The Children of Men,tt4012578,http://www.imdb.com/title/tt4012578/,,,,,,The Children of Men,[Theo Faron],"[Fiction, Science Fiction, Science Fiction, Dystopia, Apocalyptic, Post Apocalyptic]",2215.0,74.0,241 pages,"[6637, 11782, 8688, 2571, 716]",3.69,1992,0.0,1.0
809,The Chocolate War,tt0094869,http://www.imdb.com/title/tt0094869/,,303624,,18 November 1988,"
Lewis Carroll Shelf Award (1979)
",The Chocolate War (Chocolate War #1),[Jerry Renault],"[Young Adult, Fiction, Classics, Realistic Fiction, Literature, Banned Books, Young Adult, Teen]",2418.0,59.0,267 pages,"[6160, 10208, 10013, 3808, 1776]",3.47,1974,1.0,1.0
810,The Chosen,tt0082175,http://www.imdb.com/title/tt0082175/,,,,30 April 1982,"
Edward Lewis Wallant Award (1967), National Book Award Finalist for Fiction (1968)
",The Chosen,"[Reuven Malter, Danny Saunders]","[Fiction, Classics, Historical Fiction, Young Adult, Literature, Jewish, Religion, Literature]",3326.0,76.0,304 pages,"[25671, 26185, 13361, 3371, 1242]",4.03,1967,2.0,2.0
811,The Chronicles of Riddick,tt0296572,http://www.imdb.com/title/tt0296572/,105000000,57761012,24289165.0,11 June 2004,,The Chronicles of Riddick,[],"[Science Fiction, Fiction, Fantasy]",45.0,6.0,342 pages,"[444, 335, 281, 87, 29]",3.92,2004,0.0,0.0
812,The Cider House Rules,tt0124315,http://www.imdb.com/title/tt0124315/,24000000,57536361,110098.0,7 January 2000,,The Cider House Rules,"[Dr. Wilbur Larch, Candy Kendall, Wally Worthington, Rose Rose, Homer Wells]","[Fiction, Historical Fiction, Classics, Literary Fiction, Historical]",3034.0,105.0,973 pages,"[46730, 52781, 22754, 4158, 1196]",4.09,1985,0.0,5.0
813,The City of Joy,tt5108794,http://www.imdb.com/title/tt5108794/,,,,1 April 2016,,The City of Joy,"[Stephan Kovalski, Hasari Pal, Max Loeb]","[Fiction, Cultural, India, Novels]",358.0,44.0,552 pages,"[1643, 1515, 623, 116, 41]",4.17,1985,0.0,3.0
814,The Clan of the Cave Bear,tt0090848,http://www.imdb.com/title/tt0090848/,15000000,1951794,25428.0,17 January 1986,"
National Book Award Finalist for First Novel (1981)
",The Clan of the Cave Bear (Earth's Children #1),"[Ayla, Brun, Broud, Mog-Ur, Iza]","[Historical Fiction, Romance, Fiction, Classics, Adventure]",4860.0,151.0,512 pages,"[69012, 61423, 36146, 9861, 3862]",4.01,May 4th 1980,1.0,5.0
815,The Client,tt0109446,http://www.imdb.com/title/tt0109446/,45000000,92115211,,20 July 1994,"
Colorado Blue Spruce Young Adult Book Award (1995), Evergreen Teen Book Award (1996), Premio Bancarella (1994)
",The Client,"[Mark Sway, Reggie Love, Barry Muldanno]","[Fiction, Mystery, Thriller, Suspense, Mystery, Crime, Thriller, Legal Thriller, Thriller, Mystery Thriller, Law, Novels, Adult Fiction]",1783.0,128.0,483 pages,"[94638, 121785, 76013, 12174, 2411]",3.96,1993,3.0,3.0
816,The Clique,tt1059905,http://www.imdb.com/title/tt1059905/,,,,,,The Clique (The Clique #1),[],"[Young Adult, Realistic Fiction, Womens Fiction, Chick Lit]",2331.0,22.0,220 pages,"[8268, 6925, 7518, 3365, 1679]",3.6,May 1st 2004,0.0,0.0
817,The Color Purple,tt0088939,http://www.imdb.com/title/tt0088939/,15000000,98467863,1710333.0,7 February 1986,"
Pulitzer Prize for Fiction (1983), National Book Award for Fiction (Hardcover) (1983), National Book Critics Circle Award Nominee (1982)
",The Color Purple,"[Nettie, Albert, Celie, Shug Avery, Miss Millie]","[Classics, Fiction, Historical Fiction, Feminism]",8390.0,0.0,295 pages,"[168582, 135122, 60514, 14147, 6200]",4.16,1982,3.0,5.0
818,The Color of Magic,tt1079959,http://www.imdb.com/title/tt1079959/,,,,,,The Color of Magic (Discworld #1),"[Rincewind, Twoflower, The Luggage, DEATH]","[Fantasy, Fiction, Humor]",5903.0,147.0,228 pages,"[69587, 73971, 46481, 10705, 3264]",3.96,1983,0.0,4.0
819,The Comedians,tt2980734,http://www.imdb.com/title/tt2980734/,,,,,,The Comedians,"[Mr. Smith, Mr. Brown, Major Jones]","[Fiction, Literature, Novels, Historical Fiction, European Literature, British Literature]",379.0,56.0,320 pages,"[1404, 2260, 1209, 156, 24]",3.96,1966,0.0,3.0
820,The Commitments,tt0101605,http://www.imdb.com/title/tt0101605/,,14919570,,13 September 1991,,The Commitments (The Barrytown Trilogy #1),[],"[Fiction, European Literature, Irish Literature, Music, Cultural, Ireland, Humor, Humor, Comedy, Contemporary, Novels, Literature, Literary Fiction]",377.0,32.0,144 pages,"[3125, 5221, 2602, 409, 94]",3.95,1987,0.0,0.0
821,The Conformist,tt0065571,http://www.imdb.com/title/tt0065571/,750000,,,22 October 1970,,The Conformist,[],"[Fiction, European Literature, Italian Literature, Cultural, Italy, Literature, Classics]",78.0,39.0,323 pages,"[360, 496, 256, 57, 11]",3.96,1951,0.0,0.0
822,The Constant Gardener,tt0387131,http://www.imdb.com/title/tt0387131/,,33579797,10961311.0,31 August 2005,,The Constant Gardener,"[Tessa Quayle, Justin Quayle, Sandy Woodrow, Arnold Bluhm]","[Fiction, Cultural, Africa, Thriller, Mystery, Spy Thriller, Espionage]",950.0,108.0,496 pages,"[3461, 6444, 4171, 1021, 270]",3.77,2000,0.0,4.0
823,The Count of Monte Cristo,tt0245844,http://www.imdb.com/title/tt0245844/,35000000,54234062,11376150.0,25 January 2002,,The Count of Monte Cristo,"[Edmond Dantès, Abbé Faria, Giovanni Bertuccio, Luigi Vampa, Haydée, Mercédès Mondego, Fernand Mondego, Albert de Morcerf, Baron Danglars, Gérard de Villefort, Valentine de Villefort, Noirtier de Villefort, Héloïse de Villefort, Pierre Morrel, Maximilien Morrel, Beauchamp, Franz d'Épinay, Lucien Debray, Eugénie Danglars, Hermine Danglars, Benedetto, Kadrus (tailor,neighboring)]","[Classics, Fiction, Historical Fiction, Adventure, Literature]",14918.0,1188.0,1276 pages,"[273647, 172896, 86257, 21734, 10022]",4.2,1845,0.0,23.0
824,The Crow,tt0109506,http://www.imdb.com/title/tt0109506/,23000000,50693162,,13 May 1994,,The Crow (The Crow (Kitchen Sink Press)),[],"[Sequential Art, Graphic Novels, Sequential Art, Comics, Horror, Fantasy, Fiction]",378.0,23.0,240 pages,"[4882, 2679, 1411, 359, 108]",4.26,1989,0.0,0.0
825,The Crucible,tt0115988,http://www.imdb.com/title/tt0115988/,25000000,7340103,62995.0,27 November 1996,,The Crucible,"[Rev. Parris, Tituba, Abigail Williams, John Proctor, Elizabeth Proctor]","[Classics, Plays, Fiction, Historical Fiction, Drama, Academic, School]",5010.0,121.0,143 pages,"[47270, 77826, 76268, 27747, 8524]",3.54,1953,0.0,5.0
826,The Crush,tt0106627,http://www.imdb.com/title/tt0106627/,6000000,13609396,,2 April 1993,,The Crush,"[Rennie Newton, Ricky Lozada, Wick Threadgill, Oren Wesley]","[Romance, Romance, Romantic Suspense, Mystery, Suspense, Thriller]",394.0,45.0,480 pages,"[2281, 3131, 2288, 412, 105]",3.86,2002,0.0,4.0
827,The Curious Case of Benjamin Button,tt0421715,http://www.imdb.com/title/tt0421715/,150000000,127509326,26853816.0,25 December 2008,,The Curious Case of Benjamin Button,[Benjamin Button],"[Classics, Fiction, Short Stories, Fantasy]",2581.0,278.0,64 pages,"[5154, 10612, 11862, 3286, 546]",3.53,1922,0.0,1.0
828,The Da Vinci Code,tt0382625,http://www.imdb.com/title/tt0382625/,125000000,217536138,77073388.0,19 May 2006,"
British Book Award for Book of the Year (2005), Book Sense Book of the Year Award for Adult Fiction (2004), Humo's Gouden Bladwijzer (2004), Zilveren Vingerafdruk (2004), The Flume: New Hampshire Teen Reader's Choice Award (2006)
...more
Teen Buckeye Book Award (2005), Iowa High School Book Award (2006), Puddly Award for Fiction (2007), Missouri Gateway Readers Award for Adult (2006)
...less ",The Da Vinci Code (Robert Langdon #2),"[Sophie Neveu, Robert Langdon]","[Fiction, Mystery, Thriller, Suspense, Historical Fiction, Adventure]",40241.0,329.0,481 pages,"[448662, 512153, 327979, 123132, 69742]",3.77,March 18th 2003,8.0,2.0
829,The Dam Busters,tt0046889,http://www.imdb.com/title/tt0046889/,,,,16 July 1955,,The Dam Busters,[],"[History, Nonfiction, War, War, World War II, Military, Military History]",28.0,19.0,272 pages,"[185, 216, 82, 9, 1]",4.17,1951,0.0,0.0
830,The Dark Is Rising,tt0484562,http://www.imdb.com/title/tt0484562/,45000000,8791738,3745315.0,5 October 2007,"
Newbery Honor (1974), Mythopoeic Fantasy Award Nominee (1974), Boston Globe-Horn Book Award for Fiction (1973)
",The Dark Is Rising (The Dark Is Rising #2),"[Will Stanton, Merry Lyon]","[Young Adult, Childrens, Fantasy]",1708.0,2.0,272 pages,"[16807, 13522, 7791, 1989, 804]",4.06,1973,3.0,2.0
831,The Dark Room,tt0186945,http://www.imdb.com/title/tt0186945/,,,,,"
Man Booker Prize Nominee (2001), Guardian First Book Award Nominee (2001), Los Angeles Times Book Prize (2001), Betty Trask Award (2002)
",The Dark Room,"[Helmut, Hannelore Dressler (Lore), Michael (Micha)]","[Fiction, Historical Fiction, War, War, World War II, Cultural, Germany, World War II, Holocaust, Historical]",202.0,29.0,398 pages,"[322, 701, 523, 126, 27]",3.69,January 1st 2001,4.0,3.0
832,The Darkest Hour,tt1093357,http://www.imdb.com/title/tt1093357/,30000000,21426805,3000000.0,25 December 2011,,The Darkest Hour (Warriors #6),[Firepaw],"[Fantasy, Animals, Fiction]",879.0,43.0,315 pages,"[17124, 6006, 2476, 431, 150]",4.51,,0.0,1.0
833,The Day After Tomorrow,tt0319262,http://www.imdb.com/title/tt0319262/,125000000,186740799,85807341.0,28 May 2004,,The Day After Tomorrow,[],"[Fiction, Science Fiction, Adventure, Thriller, Media Tie In, Movies, Adult, Science Fiction Fantasy, Science Fiction, Apocalyptic, Apocalyptic, Post Apocalyptic]",40.0,8.0,272 pages,"[200, 195, 162, 43, 12]",3.86,January 1st 2004,0.0,0.0
834,The Day of the Jackal,tt0069947,http://www.imdb.com/title/tt0069947/,,16056255,,30 July 1973,"
Martin Beck Award (1972), Edgar Award for Best Novel (1972)
",The Day of the Jackal,"[the Jackal, Claude Lebel, Victor Kowalski, Jacqueline Dumas]","[Fiction, Spy Thriller, Espionage, Mystery, Mystery, Crime, Suspense]",1280.0,164.0,384 pages,"[36952, 32345, 12224, 1653, 485]",4.24,1971,2.0,4.0
835,The Day of the Locust,tt0072848,http://www.imdb.com/title/tt0072848/,,17793000,,,,The Day of the Locust,[],"[Fiction, Classics, Literature, Novels, Literature, American]",532.0,70.0,208 pages,"[4401, 5687, 4064, 1268, 389]",3.79,1939,0.0,0.0
836,The Day of the Triffids,tt0055894,http://www.imdb.com/title/tt0055894/,750000,,,27 April 1963,"
International Fantasy Award Nominee for Fiction (1952)
",The Day of the Triffids (Triffids #1),"[Bill Masen, Josella Playton]","[Science Fiction, Fiction, Classics, Horror, Apocalyptic, Post Apocalyptic]",2139.0,159.0,228 pages,"[19923, 24799, 13627, 2529, 606]",3.99,1951,1.0,2.0
837,The Dead Zone,tt0085407,http://www.imdb.com/title/tt0085407/,10000000,20766000,4556083.0,21 October 1983,,The Dead Zone,"[Johnny Smith, Greg Stillson, Frank Dodd, American Law Enforcement]","[Thriller, Fantasy, Horror]",1965.0,134.0,402 pages,"[39332, 49625, 35764, 6939, 1329]",3.89,August 1979,0.0,4.0
838,The Deep End of the Ocean,tt0120646,http://www.imdb.com/title/tt0120646/,38000000,13376506,5558400.0,12 March 1999,,The Deep End of the Ocean (Cappadora Family #1),[],"[Fiction, Contemporary, Mystery]",1052.0,45.0,464 pages,"[27034, 37816, 26895, 5894, 1669]",3.83,1996,0.0,0.0
839,The Defector,tt0060295,http://www.imdb.com/title/tt0060295/,,,,16 November 1966,,The Defector (Gabriel Allon #9),[Gabriel Allon],"[Thriller, Fiction, Mystery, Spy Thriller, Espionage]",714.0,50.0,480 pages,"[9003, 7689, 2576, 349, 110]",4.27,2009,0.0,1.0
840,The Descent,tt0435625,http://www.imdb.com/title/tt0435625/,,26027680,8411.0,4 August 2006,,The Descent (The Descent #1),[],"[Horror, Fiction, Science Fiction, Thriller, Fantasy]",481.0,23.0,572 pages,"[1945, 1853, 1050, 351, 122]",3.97,1999,0.0,0.0
