,New Book Name,ID,Link,Budget,Gross,Opening,Release Date,Awards List,Book Name,Characters,Genres,Num_reviews,Other editions,Pages,Star votes,Stars,publish_date,Award Count,Num Characters
1001,The Outsider,tt2198241,http://www.imdb.com/title/tt2198241/,4000000,,,11 March 2014,"
RITA Award by Romance Writers of America Nominee for Long Historical Romance (1997), Romantic Times Reviewers' Choice Award (RT Award) for All-Around Historical Romance of the Year (1996)
",The Outsider (Roswell High #1),[],"[Young Adult, Science Fiction, Aliens, Science Fiction, Fantasy, Romance]",151.0,15.0,560 pages,"[506, 515, 568, 180, 40]",3.96,September 1st 1998,2.0,0.0
1002,The Outsiders,tt0086066,http://www.imdb.com/title/tt0086066/,10000000,25600000,5068165.0,25 March 1983,"
Books I Loved Best Yearly (BILBY) Awards for Secondary  (1991)
",The Outsiders,"[Ponyboy Curtis, Sodapop Curtis, Darrel ""Darry"" Curtis, Dallas ""Dally"" Winston, Johnny Cade, Keith ""Two-Bit"" Matthews, Steve Randle, Sherri ""Cherry"" Valance, Curly Shepard, Tim Shepard]","[Fiction, Young Adult, Classics, Academic, School, Realistic Fiction]",20530.0,140.0,192 pages,"[254858, 212954, 127405, 32825, 9665]",4.05,1967,1.0,10.0
1003,The Ox-Bow Incident,tt0036244,http://www.imdb.com/title/tt0036244/,,,,21 May 1943,,The Ox-Bow Incident,[],"[Fiction, Western, Classics, Historical Fiction, Literature]",320.0,39.0,288 pages,"[997, 1497, 968, 264, 104]",3.79,1940,0.0,0.0
1004,The Pact,tt2040560,http://www.imdb.com/title/tt2040560/,400000,7200000,,,,The Pact,"[Chris Harte, Emily Gold, Melanie Gold, Jordan McAfee]","[Fiction, Romance, Womens Fiction, Chick Lit, Contemporary]",8977.0,74.0,512 pages,"[80472, 81837, 48715, 11438, 3486]",3.99,1998,0.0,4.0
1005,The Painted Veil,tt0446755,http://www.imdb.com/title/tt0446755/,19400000,8060487,71814.0,19 January 2007,,The Painted Veil,[],"[Classics, Fiction, Historical Fiction, Cultural, China, Romance]",2475.0,111.0,246 pages,"[6897, 10773, 6123, 1332, 252]",3.9,April 1925,0.0,0.0
1006,The Pelican Brief,tt0107798,http://www.imdb.com/title/tt0107798/,45000000,100768056,16600000.0,17 December 1993,"
Evergreen Teen Book Award (1995)
",The Pelican Brief,[Darby Shaw],"[Fiction, Mystery, Thriller, Suspense, Mystery, Crime, Thriller, Legal Thriller]",1874.0,136.0,400 pages,"[83232, 109048, 70364, 11994, 2253]",3.94,March 1992,1.0,1.0
1007,The Perks of Being a Wallflower,tt1659337,http://www.imdb.com/title/tt1659337/,13000000,17738570,228359.0,12 October 2012,,,,,,,,,,,,
1008,The Phantom Tollbooth,tt0064806,http://www.imdb.com/title/tt0064806/,,,,,,The Phantom Tollbooth,"[Tock, Humbug, Milo]","[Fantasy, Fiction, Classics, Childrens, Academic, School, Young Adult]",7554.0,76.0,256 pages,"[85346, 53032, 26340, 6525, 2670]",4.22,1961,0.0,3.0
1009,The Phantom of the Opera,tt0293508,http://www.imdb.com/title/tt0293508/,70000000,51225796,4001890.0,22 December 2004,,The Phantom of the Opera,"[Erik, Christine Daaé, Raoul de Chagny, M. le Vicomte Raoul de Chagny, La Carlotta, ""The Persian"", Count Phillippe de Chagny]","[Classics, Fiction, Horror, Romance, Mystery, Gothic, Historical Fiction, Cultural, France, Literature, Fantasy]",4220.0,28.0,360 pages,"[52967, 48053, 33548, 8325, 2207]",3.97,1909,0.0,7.0
1010,The Piano,tt0107822,http://www.imdb.com/title/tt0107822/,7000000,40158000,,11 February 1994,,The Piano,[],"[Fiction, Historical Fiction, Romance, Historical, Drama]",132.0,19.0,215 pages,"[1282, 1287, 823, 247, 83]",3.92,,0.0,0.0
1011,The Piano Teacher,tt0254686,http://www.imdb.com/title/tt0254686/,,1900282,29671.0,,,The Piano Teacher,[],"[Fiction, European Literature, German Literature, Nobel Prize, Contemporary, Literature, Novels, Literary Fiction, Feminism, Classics, Music]",583.0,87.0,288 pages,"[1412, 1917, 1438, 662, 449]",3.54,1983,0.0,0.0
1012,The Picture of Dorian Gray,tt0037988,http://www.imdb.com/title/tt0037988/,3500000,,,3 March 1945,,The Picture of Dorian Gray,"[Dorian Gray, Basil Hallward, Lord Henry Wotton, Sibyl Vane, James Vane, Lady Wotton]","[Classics, Fiction, Horror, Fantasy]",17701.0,266.0,254 pages,"[231012, 224698, 119211, 28371, 9002]",4.05,June 20th 1890,0.0,6.0
1013,The Pillars of the Earth,tt1453159,http://www.imdb.com/title/tt1453159/,40000000,,,,,The Pillars of the Earth (The Pillars of the Earth #1),"[Thomas Becket, Henry II of England, Tom Builder, Prior Philip, Aliena, Jack Jackson, Stephen of England, Empress Matilda, William Hamleigh, Ellen, Richard of Kingsbridge, Alfred Builder, Waleran Bigod, Lord Percy Hamleigh, Lady Regan Hamleigh, Remigius]","[Historical Fiction, Fiction, Historical]",25428.0,239.0,973 pages,"[243695, 139195, 54705, 16106, 8789]",4.28,October 1st 1989,0.0,16.0
1014,The Polar Express,tt0338348,http://www.imdb.com/title/tt0338348/,165000000,451442,40428.0,10 November 2004,"
Caldecott Medal (1986), Kentucky Bluegrass Award (1987), Buckeye Children's Book Award for K-2 (1991), Nevada Young Readers' Award for Primary Category/Picture Book Category  (1988), Little Archer Award (1986)
...more
Boston Globe-Horn Book Award Nominee for Picture Book - Honor Book (1986)
...less ",The Polar Express,[],"[Childrens, Picture Books, Childrens, Holiday, Christmas, Fiction]",2306.0,50.0,32 pages,"[81593, 37916, 21174, 5501, 2290]",4.29,October 28th 1985,5.0,0.0
1015,The Pope of Greenwich Village,tt0087932,http://www.imdb.com/title/tt0087932/,8000000,6139896,1544624.0,22 June 1984,,The Pope of Greenwich Village,[],[Fiction],13.0,6.0,282 pages,"[34, 44, 31, 10, 1]",3.83,1979,0.0,0.0
1016,The Postman,tt0119925,http://www.imdb.com/title/tt0119925/,80000000,17593391,5260324.0,25 December 1997,"
Hugo Award Nominee for Best Novel (1986), Locus Award for Best Science Fiction Novel (1986), John W. Campbell Memorial Award for Best Science Fiction Novel (1986)
",The Postman,[],"[Science Fiction, Apocalyptic, Post Apocalyptic, Fiction, Science Fiction, Dystopia]",933.0,47.0,323 pages,"[6779, 10074, 6327, 1372, 309]",3.87,1985,3.0,0.0
1017,The Postman Always Rings Twice,tt0082934,http://www.imdb.com/title/tt0082934/,12000000,12376625,,20 March 1981,,The Postman Always Rings Twice,"[Frank Chambers, Nick Papadakis, Cora Papadakis]","[Fiction, Classics, Mystery, Mystery, Crime, Mystery, Noir, Thriller]",1431.0,107.0,116 pages,"[5467, 8507, 5727, 1337, 393]",3.81,1934,0.0,3.0
1018,The Power of Myth,tt1242675,http://www.imdb.com/title/tt1242675/,,,,,,The Power of Myth (Joseph Campbell and Power of Myth),[],"[History, Classics, Sociology, Spirituality, Language, Writing, Folklore]",1173.0,43.0,320 pages,"[16339, 9917, 4201, 867, 374]",4.29,1988,0.0,0.0
1019,The Power of One,tt0105159,http://www.imdb.com/title/tt0105159/,,2827107,,27 March 1992,"
West Australian Young Readers' Book Award (WAYRBA) for Older Readers (1996)
",The Power of One (The Power of One #1),"[""Doc"" Bradley Stanwick, Peekay, Geel Piet, Morris Levy, The Judge, Mrs. Boxall, Miss Bornstein]","[Fiction, Historical Fiction, Cultural, Africa, Classics]",4405.0,80.0,544 pages,"[29854, 17161, 6247, 1476, 601]",4.34,1989,1.0,7.0
1020,The Prestige,tt0482571,http://www.imdb.com/title/tt0482571/,40000000,53089891,14801808.0,20 October 2006,"
Arthur C. Clarke Award Nominee (1996), James Tait Black Memorial Prize for Fiction (1995), World Fantasy Award for Best Novel (1996)
",The Prestige,"[Andrew Westley, Kate Angier, Rupert Angier, Alfred Borden, Arthur Koenig, Nikola Tesla]","[Fiction, Fantasy, Historical Fiction, Science Fiction, Mystery]",1390.0,57.0,360 pages,"[3374, 5422, 3097, 712, 170]",3.87,1995,3.0,6.0
1021,The Prime of Miss Jean Brodie,tt0064840,http://www.imdb.com/title/tt0064840/,,,,,,The Prime of Miss Jean Brodie,[Jean Brodie],"[Fiction, Classics, Historical Fiction, Cultural, Scotland, European Literature, British Literature]",1584.0,4.0,150 pages,"[7103, 10672, 7842, 2177, 584]",3.76,1961,0.0,1.0
1022,The Prince of Tides,tt0102713,http://www.imdb.com/title/tt0102713/,30000000,74787599,,25 December 1991,,The Prince of Tides,"[Tom Wingo, Susan Lowenstein, Savannah Wingo, Luke Wingo]","[American, Southern, Contemporary, Classics, Romance, Fiction]",3252.0,76.0,679 pages,"[73679, 52602, 23451, 5204, 2052]",4.21,1986,0.0,4.0
1023,The Princess Bride,tt0093779,http://www.imdb.com/title/tt0093779/,16000000,24650738,206243.0,9 October 1987,,The Princess Bride,"[Buttercup, Westley, Prince Humperdinck, Inigo Montoya, Fezzik, Vizzini, Count Rugen, Miracle Max, The Dread Pirate Roberts, Ty Cobb]","[Fantasy, Fiction, Classics, Romance, Humor, Adventure, Young Adult]",14544.0,121.0,398 pages,"[315168, 184112, 84049, 20394, 12137]",4.25,1973,0.0,10.0
1024,The Princess Diaries,tt0247638,http://www.imdb.com/title/tt0247638/,26000000,108244774,22862269.0,3 August 2001,"
Evergreen Teen Book Award (2003)
",The Princess Diaries (The Princess Diaries #1),"[Mia Thermopolis, Lilly Moscovitz, Helen Thermopolis, Frank Gianini, Michael Moscovitz, ""Grandmère"" Clarisse Renaldo, Tina Hakim Baba]","[Young Adult, Romance, Womens Fiction, Chick Lit, Fiction, Contemporary]",4021.0,117.0,283 pages,"[55518, 58113, 54898, 15929, 5128]",3.75,2000,1.0,7.0
1025,The Puppet Masters,tt0111003,http://www.imdb.com/title/tt0111003/,,8638072,,21 October 1994,,The Puppet Masters,[],"[Science Fiction, Fiction]",473.0,76.0,416 pages,"[6777, 9718, 7034, 1279, 240]",3.86,December 1st 1951,0.0,0.0
1026,The Pursuit of Happyness,tt0454921,http://www.imdb.com/title/tt0454921/,55000000,163566459,26541709.0,15 December 2006,,The Pursuit of Happyness,[],"[Nonfiction, Biography, Autobiography, Memoir, Media Tie In, Movies]",635.0,25.0,,"[8000, 5700, 2957, 682, 257]",4.17,2006,0.0,0.0
1027,The Quiet American,tt0258068,http://www.imdb.com/title/tt0258068/,30000000,12987647,63574.0,7 March 2003,,The Quiet American,"[Thomas Fowler, Alden Pyle, Phuong, Vigot]","[Fiction, Classics, Historical Fiction, War, Literature]",1931.0,124.0,180 pages,"[8765, 14268, 6920, 1276, 248]",3.95,December 1955,0.0,4.0
1028,The Quiet Earth,tt0089869,http://www.imdb.com/title/tt0089869/,1000000,153764,9825.0,18 October 1985,,The Quiet Earth,[],"[Science Fiction, Fiction, Science Fiction, Apocalyptic, Apocalyptic, Post Apocalyptic, Classics]",36.0,2.0,232 pages,"[40, 83, 73, 32, 13]",3.44,1981,0.0,0.0
1029,The Railway Children,tt0066279,http://www.imdb.com/title/tt0066279/,,,,,,The Railway Children,[],"[Classics, Childrens]",865.0,346.0,188 pages,"[12141, 12243, 8062, 1551, 498]",3.99,1906,0.0,0.0
1030,The Rainmaker,tt0119978,http://www.imdb.com/title/tt0119978/,40000000,45856732,10626507.0,21 November 1997,,The Rainmaker,[Rudy Baylor],"[Fiction, Thriller, Mystery, Suspense, Thriller, Legal Thriller]",1443.0,108.0,419 pages,"[38526, 53056, 37070, 6144, 952]",3.9,1995,0.0,1.0
1031,The Razor's Edge,tt0087980,http://www.imdb.com/title/tt0087980/,13000000,6551987,2411311.0,19 October 1984,,The Razor's Edge,"[Elliott Templeton, Larry Darrell, Louisa Bradley, Sophie Macdonald, Gray Maturin, Isabel Maturin]","[Fiction, Classics, Literature, Philosophy, Novels, European Literature, British Literature, Literary Fiction, Historical Fiction, Literature, 20th Century, Romance]",2020.0,139.0,314 pages,"[11278, 10088, 4278, 847, 212]",4.17,1944,0.0,6.0
1032,The Reader,tt0976051,http://www.imdb.com/title/tt0976051/,32000000,34194407,2380376.0,30 January 2009,"
Exclusive Books Boeke Prize (1999), Prix des libraires du Québec for Lauréats hors Québec (1997), Prix Laure Bataillon (1997), Ελληνο-γερμανικό Βραβείο Μετάφρασης (2000)
",The Reader,"[Michael Berg, Hanna Schmitz]","[Fiction, Historical Fiction, World War II, Holocaust, European Literature, German Literature]",8097.0,181.0,216 pages,"[30481, 52785, 37702, 10574, 2844]",3.73,1995,4.0,2.0
1033,The Remains of the Day,tt0107943,http://www.imdb.com/title/tt0107943/,15000000,22954968,1500000.0,19 November 1993,"
Man Booker Prize (1989)
",The Remains of the Day,"[James Stevens, Miss Kenton, Lord Darlington, Mr. Farraday, Young Mr. Cardinal, Dupont, William Stevens, Senator Lewis]","[Fiction, Classics, Literature, European Literature, British Literature, Historical, Literary Fiction]",6721.0,160.0,258 pages,"[43975, 43331, 19553, 4631, 1404]",4.1,1989,1.0,8.0
1034,The Rescue,tt0095981,http://www.imdb.com/title/tt0095981/,,5855392,,5 August 1988,,The Rescue (Guardians of Ga'Hoole #3),"[Martin (Guardians of Ga'Hoole), Ruby (Guardians of Ga'Hoole), Digger (Guardians of Ga'Hoole), Primrose (Guardians of Ga'Hoole), Soren (Guardians of Ga'Hoole), Gylfie, Twilight (Guardians of Ga'Hoole), Ezylryb, Octavia (Guardians of Ga'Hoole), Mrs. Plithiver, Eglantine, Kludd, Boron, Barran, Poot, Bubo, Madame Plonk, Otulissa, The Rogue Smith of Silverveil]","[Fantasy, Animals, Fiction, Young Adult, Childrens, Adventure, Childrens, Middle Grade, Childrens, Juvenile, Animals, Animal Fiction, Animals, Birds]",265.0,35.0,208 pages,"[3540, 2901, 1918, 390, 81]",4.07,December 1st 2003,0.0,19.0
1035,The Return of the King,tt0079802,http://www.imdb.com/title/tt0079802/,3000000,,,,,The Return of the King (The Lord of the Rings #3),"[Frodo Baggins, Meriadoc Brandybuck, Peregrin Took, Gandalf, Aragorn, Gimli, Bilbo Baggins, Saruman, Éowyn, Éomer, Elrond Half-elven, Arwen Undómiel, Galadriel, Faramir, Gollum, Legolas, Sam Gamgee]","[Fiction, Classics, Adventure, Science Fiction Fantasy]",6101.0,446.0,490 pages,"[300071, 124392, 40531, 7647, 2554]",4.5,October 20th 1955,0.0,17.0
1036,The Right Stuff,tt0086197,http://www.imdb.com/title/tt0086197/,27000000,21500000,1601167.0,17 February 1984,"
National Book Award for General Nonfiction (Hardcover) (1980), National Book Critics Circle Award Nominee (1979), Columbia Journalism Award (1980)
",The Right Stuff,"[John Glenn, Gus Grissom, Pete Conrad]","[Nonfiction, History, Science, Space, Biography]",858.0,43.0,352 pages,"[14151, 11665, 4526, 748, 320]",4.23,1979,3.0,3.0
1037,The River Why,tt1241329,http://www.imdb.com/title/tt1241329/,,,,April 2010,,The River Why,[],"[Fiction, Philosophy, Environment, Nature, Literature, Novels]",755.0,20.0,304 pages,"[3887, 2589, 1069, 309, 114]",4.23,January 1st 1983,0.0,0.0
1038,The Road,tt0898367,http://www.imdb.com/title/tt0898367/,25000000,56692,56692.0,18 December 2009,"
Pulitzer Prize for Fiction (2007), James Tait Black Memorial Prize for Fiction (2006), The Quill Award for General Fiction (2007), Puddly Award for Fiction (2010), National Book Critics Circle Award Nominee for Fiction (2006)
...more
Believer Book Award (2006), The Rooster - The Morning News Tournament of Books (2007), Tähtivaeltaja Award (2009), Cena Akademie SFFH for Kniha roku (Book of the Year) (2008), Prix des libraires du Québec for Lauréats hors Québec (2009)
...less ",The Road,"[The man, The boy]","[Science Fiction, Science Fiction, Dystopia, Horror, Classics, Fiction, Literature, Novels, Science Fiction, Apocalyptic, Contemporary, Literary Fiction]",37357.0,176.0,307 pages,"[196292, 180545, 96021, 34984, 19442]",3.95,2006,9.0,2.0
1039,The Road to Jerusalem,tt2873156,http://www.imdb.com/title/tt2873156/,,,,,,The Road to Jerusalem (The Crusades Trilogy #1),"[Arn Magnusson, Eric IX of Sweden, Birger Brosa, Canute I of Sweden, Charles VII of Sweden, Sverker I of Sweden]","[Historical Fiction, Historical, Fiction, European Literature, Swedish Literature, Historical Fiction, Medieval, Cultural, Sweden, European Literature, Scandinavian Literature, Adventure, Fantasy, Religion]",234.0,80.0,320 pages,"[1517, 2083, 993, 265, 44]",3.97,1998,0.0,6.0
1040,The Robe,tt0046247,http://www.imdb.com/title/tt0046247/,5000000,36000000,,,,The Robe,"[Demetrius, Marcellus]","[Historical Fiction, Fiction, Classics, Christian Fiction, Christian, Religion, Historical, Biblical Fiction, Religion, Christianity, Adult Fiction]",894.0,74.0,528 pages,"[8136, 6157, 3124, 572, 144]",4.19,1942,0.0,2.0
1041,The Romantics,tt1403988,http://www.imdb.com/title/tt1403988/,4500000,103280,45527.0,,,The Romantics,[],"[Fiction, Romance, Womens Fiction, Chick Lit, Literary Fiction, Adult Fiction, Contemporary, Novels, Drama, Media Tie In, Movies, Literature, American]",221.0,6.0,288 pages,"[143, 358, 579, 384, 116]",3.02,July 8th 2008,0.0,0.0
1042,The Ruby in the Smoke,tt1587299,http://www.imdb.com/title/tt1587299/,,,,,"
IRA Children’s and Young Adult’s Book Award (1988)
",The Ruby in the Smoke (Sally Lockhart #1),[Sally Lockhart],"[Mystery, Young Adult, Historical Fiction, Fiction, Historical, Fantasy]",1058.0,74.0,230 pages,"[3890, 7507, 5403, 1149, 265]",3.75,1985,1.0,1.0
1043,The Ruins,tt0963794,http://www.imdb.com/title/tt0963794/,8000000,17432844,8003241.0,4 April 2008,,The Ruins,"[Jeff, Eric Ross, Alyec Ilychovich, Pablo Soler, Stacy, Mathias]","[Fiction, Horror, Suspense, Mystery]",2653.0,57.0,319 pages,"[4608, 7358, 6478, 2760, 1457]",3.48,2006,0.0,6.0
1044,The Rules of Attraction,tt0292644,http://www.imdb.com/title/tt0292644/,4000000,6532619,2532410.0,11 October 2002,,The Rules of Attraction,"[Patrick Bateman, Sean Bateman, Lauren Hynde, Paul Denton, Victor Johnson]","[Fiction, Contemporary, Novels, Literature, American, Literature]",1042.0,67.0,288 pages,"[6960, 11778, 9055, 2517, 673]",3.7,1987,0.0,5.0
1045,The Running Man,tt0093894,http://www.imdb.com/title/tt0093894/,27000000,38122105,8117465.0,13 November 1987,,The Running Man,[],"[Horror, Science Fiction, Science Fiction, Dystopia, Thriller, Fantasy, Suspense, Adventure, Novels, Adult, Fiction]",1713.0,99.0,336 pages,"[14554, 21732, 18208, 3934, 646]",3.77,May 1st 1982,0.0,0.0
1046,The Russia House,tt0100530,http://www.imdb.com/title/tt0100530/,,22998000,,21 December 1990,,The Russia House,"[Barley Scott Blair, Katya Orlova, Wicklow, Ned (The Russia House), Clive (The Russia House), Yakov Savelyev, Harry Palfrey]","[Fiction, Thriller, Spy Thriller, Espionage, Mystery, Cultural, Russia]",249.0,84.0,368 pages,"[4765, 7097, 4483, 765, 199]",3.89,1989,0.0,7.0
1047,The Sailor Who Fell from Grace with the Sea,tt0075161,http://www.imdb.com/title/tt0075161/,,,,,,The Sailor Who Fell from Grace with the Sea,"[Ryuji Tsukazaki, Fusako Kuroda, Noboru Kuroda]","[Fiction, Cultural, Japan, Asian Literature, Japanese Literature, Classics, Literature, Cultural, Asia, Novels, Literature, Asian Literature, Literature, 20th Century, Literary Fiction]",682.0,63.0,181 pages,"[2585, 4113, 2153, 546, 133]",3.89,1963,0.0,3.0
1048,The Sand Pebbles,tt0060934,http://www.imdb.com/title/tt0060934/,12000000,30017647,,20 December 1966,"
Harper Prize (1963)
",The Sand Pebbles,[Jake Holman],"[Historical Fiction, Fiction, Cultural, China, War, Classics, War, Military]",70.0,14.0,624 pages,"[586, 515, 241, 25, 8]",4.2,1962,1.0,1.0
1049,The Scarlet Letter,tt0114345,http://www.imdb.com/title/tt0114345/,50000000,10400000,,13 October 1995,,The Scarlet Letter,"[Hester Prynne, Arthur Dimmesdale, Roger Chillingworth, Pearl Prynne]","[Fiction, Classics, Historical Fiction, Academic, School, Literature, Young Adult, High School, Academic, Read For School]",10809.0,1388.0,228 pages,"[90547, 156393, 174029, 77107, 33422]",3.36,March 16th 1850,0.0,4.0
1050,The Scarlet Pimpernel,tt0084637,http://www.imdb.com/title/tt0084637/,,,,,,The Scarlet Pimpernel (The Scarlet Pimpernel (publication order) #1),"[Sir Percy Blakeney, Marguerite St. Just, George IV, George Augustus Frederick, Citezen Chauvelin]","[Historical Fiction, Fiction, Classics, Adventure, Romance, Historical]",4753.0,378.0,267 pages,"[38600, 35413, 19758, 4363, 1422]",4.06,1905,0.0,5.0
1051,The Scorch Trials,tt4046784,http://www.imdb.com/title/tt4046784/,61000000,81687587,30316510.0,18 September 2015,,The Scorch Trials (The Maze Runner #2),"[Brenda (Maze Runner), Teresa Agnes, Minho, Thomas, Newt, Aris Jones, Jorge]","[Young Adult, Science Fiction, Dystopia, Science Fiction, Fiction, Fantasy, Adventure, Apocalyptic, Post Apocalyptic, Young Adult, Teen, Mystery, Action]",22162.0,15.0,360 pages,"[108474, 116114, 73342, 19492, 4994]",3.94,,0.0,7.0
1052,The Sea Wolf,tt0034162,http://www.imdb.com/title/tt0034162/,,,,21 March 1941,,The Sea Wolf,"[Humphrey van Weyden, Wolf Larsen]","[Classics, Fiction, Adventure, Literature]",920.0,454.0,425 pages,"[6228, 7051, 3947, 770, 204]",4.01,1904,0.0,2.0
1053,The Sea-Hawk,tt0033028,http://www.imdb.com/title/tt0033028/,1700000,2000000,,1 July 1940,,The Sea-Hawk,[],"[Historical Fiction, Adventure, Classics, Fiction, Adventure, Pirates, Historical]",119.0,120.0,400 pages,"[776, 893, 507, 77, 22]",4.02,1915,0.0,0.0
1054,The Secret,tt0846789,http://www.imdb.com/title/tt0846789/,,,,,,The Secret (The Secret #1),[],"[Self Help, Nonfiction, Spirituality, Inspirational]",9133.0,102.0,184 pages,"[75656, 56047, 51390, 24709, 21739]",3.61,,0.0,0.0
1055,The Secret Garden,tt0108071,http://www.imdb.com/title/tt0108071/,,31181347,,13 August 1993,"
Lewis Carroll Shelf Award (1958)
",The Secret Garden,"[Mary Lennox, Colin Craven, Dickon Sowerby, Martha Sowerby, Ben Weatherstaff, Archibald Craven, Lilias Craven, Susan Sowerby, Mrs. Medlock, Dr. Craven]","[Classics, Fiction, Childrens, Young Adult, Historical Fiction, Literature, Childrens, Middle Grade, Fantasy, Historical, Childrens, Juvenile]",12033.0,1197.0,331 pages,"[262422, 227478, 122068, 23665, 7283]",4.11,1911,1.0,10.0
1056,The Secret Life of Bees,tt0416212,http://www.imdb.com/title/tt0416212/,11000000,37766350,10527799.0,17 October 2008,"
Book Sense Book of the Year Award for Paperback (2004), Abraham Lincoln Award Nominee (2005), Missouri Gateway Readers Award Nominee (2005)
",The Secret Life of Bees,"[Lily Owens, Rosaleen, August Boatwright, June Boatwright, May Boatwright, T. Ray Owens]","[Fiction, Historical Fiction, Young Adult, Adult Fiction, Womens Fiction, Chick Lit, Classics, Adult, Contemporary, Young Adult, Coming Of Age, Historical]",25665.0,116.0,336 pages,"[318900, 329355, 178251, 44136, 16965]",4.0,November 2001,3.0,6.0
1057,The Secret Life of Walter Mitty,tt0359950,http://www.imdb.com/title/tt0359950/,90000000,58229120,,25 December 2013,,The Secret Life of Walter Mitty,[],"[Short Stories, Fiction, Classics, Humor]",647.0,29.0,32 pages,"[1365, 2369, 2086, 508, 127]",3.67,1939,0.0,0.0
1058,The Secret Of NIMH,tt0084649,http://www.imdb.com/title/tt0084649/,7000000,10140325,386530.0,16 July 1982,,The Secret Of NIMH,[],"[Fantasy, Childrens, Young Adult, Fiction, Classics, Animals, Science Fiction, Sequential Art, Graphic Novels, Childrens, Chapter Books, Science Fiction Fantasy]",37.0,4.0,,"[934, 772, 326, 40, 12]",4.24,,0.0,0.0
1059,The Secret of Roan Inish,tt0111112,http://www.imdb.com/title/tt0111112/,3000000,6101600,,3 February 1995,,The Secret of Roan Inish,[],"[Fantasy, Fiction, Cultural, Ireland, Fantasy, Fairy Tales, Young Adult, Fantasy, Mythology, Childrens]",17.0,2.0,89 pages,"[83, 72, 25, 5, 1]",4.24,1957,0.0,0.0
1060,The Seventh Scroll,tt0272836,http://www.imdb.com/title/tt0272836/,,,,,,The Seventh Scroll (Ancient Egypt #2),"[Taita, Duraid, Roana]","[Historical Fiction, Fiction, Adventure, Cultural, Egypt, Historical, Thriller, Mystery, Fantasy, Cultural, Africa, Action]",421.0,67.0,614 pages,"[4733, 4686, 2252, 506, 115]",4.09,1995,0.0,3.0
1061,The Shack,tt2249141,http://www.imdb.com/title/tt2249141/,,,,8 December 2012,,The Shack,[],"[Fiction, Christian, Christian Fiction, Religion, Spirituality]",26354.0,127.0,248 pages,"[142552, 100135, 76901, 39705, 32870]",3.71,May 1st 2007,0.0,0.0
1062,The Sheltering Sky,tt0100594,http://www.imdb.com/title/tt0100594/,25000000,2075084,82753.0,12 December 1990,,The Sheltering Sky,[],"[Fiction, Classics, Cultural, Africa, Literature, Travel, Novels]",1293.0,67.0,342 pages,"[6214, 6767, 3924, 1227, 462]",3.92,1949,0.0,0.0
1063,The Shining,tt0081505,http://www.imdb.com/title/tt0081505/,19000000,44017374,622337.0,13 June 1980,,The Shining (The Shining #1),"[Jack Torrance, Wendy Torrance, Danny Torrance, Dick Halloran, Horace Derwent, Stuart Ullman, Albert Shockley, Delberg Grady, Watson, Bill Edmonds, Charles Grondin, Sylvia Hunter Derwent, Grady, Howard Cottrell, Larry Durkin]","[Horror, Fiction, Thriller, Classics]",13715.0,273.0,416 pages,"[346464, 258420, 117390, 27654, 17722]",4.16,January 28th 1977,0.0,15.0
1064,The Shipping News,tt0120824,http://www.imdb.com/title/tt0120824/,35000000,11405825,318502.0,18 January 2002,"
Pulitzer Prize for Fiction (1994), National Book Award for Fiction (1993), Irish Times International Fiction Prize (1993), Chicago Tribune Heartland Prize for Fiction (1993)
",The Shipping News,[],"[Fiction, Contemporary, Literature]",3799.0,91.0,352 pages,"[29657, 37827, 23431, 7685, 3171]",3.82,1992,4.0,0.0
1065,The Short-Timers,tt4249314,http://www.imdb.com/title/tt4249314/,,,,,,The Short-Timers,[],"[Fiction, War, War, Military, Historical Fiction, Historical]",102.0,15.0,192 pages,"[479, 364, 165, 25, 8]",4.23,February 1979,0.0,0.0
1066,The Silence of the Lambs,tt0102926,http://www.imdb.com/title/tt0102926/,19000000,130742922,13766814.0,14 February 1991,"
Bram Stoker Award for Best Novel (1988), World Fantasy Award Nominee for Best Novel (1989), Anthony Award for Best Novel (1989), Kono Mystery ga Sugoi for Best Translated Mystery Novel of the Year in Japan (1989)
",The Silence of the Lambs (Hannibal Lecter #2),"[Jack Crawford, Hannibal Lecter, Clarice Starling, American Law Enforcement]","[Horror, Fiction, Thriller, Mystery, Mystery, Crime, Suspense]",3519.0,179.0,338 pages,"[153022, 117676, 53876, 12658, 10176]",4.12,1988,4.0,4.0
1067,The Sisterhood of the Traveling Pants,tt0403508,http://www.imdb.com/title/tt0403508/,25000000,39008741,9833340.0,1 June 2005,"
Book Sense Book of the Year Award for Children's Literature (2002), South Carolina Book Award Nominee for Young Adult Book Award (2004), Maryland Black-Eyed Susan Book Award for High School (2003), Evergreen Teen Book Award (2004), Pacific Northwest Library Association Young Reader's Choice Award for Senior (2004)
...more
Deutscher Jugendliteraturpreis Nominee for Preis der Jugendjury (2003), Iowa Teen Award (2004), Abraham Lincoln Award Nominee (2007), Missouri Gateway Readers Award (2004), Oklahoma Sequoyah Award for YA (2004)
...less ",The Sisterhood of the Traveling Pants (Sisterhood #1),"[Bridget Vreeland, Tibby Rollins, Carmen Lowell, Lena Kaligaris]","[Young Adult, Fiction, Womens Fiction, Chick Lit, Romance]",6255.0,89.0,294 pages,"[140370, 168425, 146254, 41159, 14517]",3.74,,9.0,4.0
